Willingness to take vaccine,Gender,Age,Education,Race,Financial Status,State,Census Region
yes,Female,25-44,Undergraduate,Other,Middle class,Utah,Mountain
yes,Female,25-44,Masters,White,Upper middle class,Maryland,South Atlantic
yes,Female,25-44,Highschool,Hispanic,Lower middle class/poor,California,Pacific
no,Female,61-70,Highschool,White,Middle class,Kentucky,East South Central
yes,Female,18-24,Highschool,Black,Lower middle class/poor,North Carolina,South Atlantic
yes,Female,18-24,Highschool,White,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Graduate,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,18-24,Middle school or less,Black,Lower middle class/poor,Pennsylvania,Mid-Atlantic
yes,Male,>70,Undergraduate,White,Lower middle class/poor,California,Pacific
yes,Female,45-60,Middle school or less,White,Lower middle class/poor,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Graduate,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Graduate,White,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Female,45-60,Undergraduate,White,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Highschool,White,Middle class,Pennsylvania,Mid-Atlantic
no,Female,25-44,Graduate,White,Upper middle class,Pennsylvania,Mid-Atlantic
no,Female,25-44,Highschool,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Male,25-44,Highschool,White,Middle class,Pennsylvania,Mid-Atlantic
no,Female,25-44,Middle school or less,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,45-60,Undergraduate,White,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Highschool,White,Upper middle class,Pennsylvania,Mid-Atlantic
no,Female,25-44,Highschool,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Middle school or less,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Undergraduate,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Male,25-44,Masters,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,45-60,Highschool,White,Upper middle class,Pennsylvania,Mid-Atlantic
no,Female,25-44,Graduate,White,Middle class,Pennsylvania,Mid-Atlantic
no,Female,25-44,Undergraduate,Hispanic,Middle class,Pennsylvania,Mid-Atlantic
no,Female,25-44,Graduate,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Graduate,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Undergraduate,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Highschool,White,Middle class,Pennsylvania,Mid-Atlantic
no,Female,25-44,Graduate,Hispanic,Lower middle class/poor,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Undergraduate,White,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Graduate,White,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Graduate,White,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Female,45-60,Masters,White,Upper middle class,Pennsylvania,Mid-Atlantic
no,Female,25-44,Undergraduate,White,Middle class,Pennsylvania,Mid-Atlantic
no,Female,25-44,Middle school or less,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,45-60,Highschool,White,Lower middle class/poor,Pennsylvania,Mid-Atlantic
no,Female,25-44,Graduate,White,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Highschool,White,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Undergraduate,White,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Female,45-60,Middle school or less,White,Lower middle class/poor,Pennsylvania,Mid-Atlantic
no,Female,25-44,Masters,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Masters,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Male,25-44,Highschool,Black,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Middle school or less,White,Middle class,Pennsylvania,Mid-Atlantic
no,Female,25-44,Middle school or less,Hispanic,Middle class,Pennsylvania,Mid-Atlantic
no,Female,25-44,Highschool,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Male,25-44,Masters,White,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Female,45-60,Middle school or less,White,Middle class,Pennsylvania,Mid-Atlantic
no,Female,25-44,Middle school or less,Black,Lower middle class/poor,Pennsylvania,Mid-Atlantic
no,Female,25-44,Undergraduate,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Middle school or less,White,Middle class,Pennsylvania,Mid-Atlantic
no,Female,25-44,Undergraduate,White,Middle class,Pennsylvania,Mid-Atlantic
no,Female,25-44,Middle school or less,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Highschool,White,Lower middle class/poor,Pennsylvania,Mid-Atlantic
no,Female,45-60,Undergraduate,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,45-60,Middle school or less,White,Upper middle class,Pennsylvania,Mid-Atlantic
no,Female,25-44,Highschool,Hispanic,Lower middle class/poor,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Masters,White,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Female,45-60,Graduate,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Highschool,White,Middle class,Pennsylvania,Mid-Atlantic
no,Female,25-44,Middle school or less,White,Lower middle class/poor,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Graduate,White,Middle class,Pennsylvania,Mid-Atlantic
no,Female,45-60,Middle school or less,Other,Middle class,Pennsylvania,Mid-Atlantic
no,Female,45-60,Highschool,White,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Female,45-60,Graduate,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Undergraduate,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Undergraduate,White,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Female,61-70,Highschool,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Undergraduate,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Highschool,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Male,25-44,Highschool,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,45-60,Undergraduate,Hispanic,Middle class,Pennsylvania,Mid-Atlantic
no,Female,25-44,Highschool,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,45-60,Graduate,White,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Highschool,White,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Male,25-44,Highschool,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Undergraduate,White,Middle class,Pennsylvania,Mid-Atlantic
no,Female,45-60,Highschool,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Masters,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Highschool,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Undergraduate,White,Middle class,Pennsylvania,Mid-Atlantic
no,Female,25-44,Middle school or less,Black,Lower middle class/poor,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Highschool,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Middle school or less,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Graduate,White,Upper middle class,Pennsylvania,Mid-Atlantic
no,Female,25-44,Masters,White,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Highschool,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,45-60,Undergraduate,White,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Graduate,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,45-60,Graduate,White,Middle class,Utah,Mountain
no,Female,61-70,Undergraduate,Other,Lower middle class/poor,Oregon,Pacific
no,Female,45-60,Graduate,White,Middle class,Oregon,Pacific
yes,Female,25-44,Graduate,White,Upper middle class,Wisconsin,East North Central
yes,Male,>70,Undergraduate,White,Middle class,Wisconsin,East North Central
no,Female,45-60,Masters,White,Middle class,New Mexico,Mountain
yes,Female,45-60,Highschool,White,Wealthy,North Carolina,South Atlantic
yes,Female,25-44,Graduate,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,45-60,Undergraduate,White,Upper middle class,Florida,South Atlantic
yes,Female,45-60,Undergraduate,White,Upper middle class,Utah,Mountain
yes,Female,45-60,Undergraduate,White,Middle class,Missouri,West North Central
yes,Female,25-44,Middle school or less,White,Middle class,Virginia,South Atlantic
yes,Female,45-60,Masters,White,Upper middle class,Virginia,South Atlantic
yes,Female,61-70,Highschool,White,Middle class,New Hampshire,New England
yes,Female,25-44,Graduate,White,Middle class,Pennsylvania,Mid-Atlantic
no,Female,25-44,Highschool,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,45-60,Highschool,White,Lower middle class/poor,West Virginia,South Atlantic
no,Male,25-44,Highschool,White,Middle class,Virginia,South Atlantic
yes,Male,61-70,Highschool,White,Middle class,North Carolina,South Atlantic
yes,Male,>70,Highschool,White,Lower middle class/poor,Oregon,Pacific
yes,Female,25-44,Masters,White,Upper middle class,Pennsylvania,Mid-Atlantic
no,Female,45-60,Graduate,Asian,Lower middle class/poor,North Carolina,South Atlantic
no,Male,25-44,Middle school or less,White,Lower middle class/poor,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Graduate,White,Upper middle class,Pennsylvania,Mid-Atlantic
no,Female,25-44,Middle school or less,White,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Female,>70,Highschool,White,Upper middle class,New Mexico,Mountain
yes,Female,45-60,Graduate,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Male,45-60,Undergraduate,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Highschool,White,Middle class,Utah,Mountain
yes,Male,>70,Graduate,White,Middle class,Oregon,Pacific
yes,Female,>70,Highschool,White,Upper middle class,South Carolina,South Atlantic
yes,Female,25-44,Graduate,White,Wealthy,Pennsylvania,Mid-Atlantic
yes,Female,61-70,Undergraduate,White,Upper middle class,North Carolina,South Atlantic
no,Female,45-60,Undergraduate,Hispanic,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,45-60,Graduate,White,Upper middle class,North Carolina,South Atlantic
yes,Female,25-44,Undergraduate,Other,Upper middle class,Wisconsin,East North Central
yes,Male,>70,Masters,White,Middle class,Virginia,South Atlantic
yes,Female,45-60,Graduate,White,Lower middle class/poor,Oregon,Pacific
yes,Female,61-70,Highschool,White,Lower middle class/poor,North Carolina,South Atlantic
no,Male,45-60,Undergraduate,White,Middle class,Oklahoma,West South Central
yes,Male,61-70,Graduate,White,Middle class,Utah,Mountain
yes,Female,25-44,Highschool,Hispanic,Middle class,Virginia,South Atlantic
yes,Female,61-70,Highschool,White,Middle class,Nevada,Mountain
yes,Male,61-70,Highschool,White,Lower middle class/poor,North Dakota,West North Central
yes,Female,45-60,Undergraduate,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Male,61-70,Masters,White,Upper middle class,Vermont,New England
no,Female,25-44,Middle school or less,White,Lower middle class/poor,Pennsylvania,Mid-Atlantic
no,Female,25-44,Undergraduate,White,Upper middle class,Pennsylvania,Mid-Atlantic
no,Female,45-60,Middle school or less,White,Middle class,Oregon,Pacific
yes,Female,25-44,Highschool,White,Middle class,Oregon,Pacific
yes,Female,25-44,Middle school or less,Hispanic,Middle class,Pennsylvania,Mid-Atlantic
yes,Male,25-44,Graduate,White,Middle class,Oregon,Pacific
yes,Female,61-70,Graduate,White,Upper middle class,Massachusetts,New England
yes,Female,25-44,Graduate,Other,Middle class,North Carolina,South Atlantic
yes,Female,45-60,Highschool,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,45-60,Graduate,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Highschool,White,Middle class,Pennsylvania,Mid-Atlantic
no,Female,25-44,Undergraduate,White,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Graduate,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,61-70,Middle school or less,White,Lower middle class/poor,Pennsylvania,Mid-Atlantic
yes,Female,>70,Graduate,White,Upper middle class,Oregon,Pacific
no,Female,45-60,Highschool,Other,Middle class,Virginia,South Atlantic
yes,Female,25-44,Middle school or less,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Graduate,White,Wealthy,Pennsylvania,Mid-Atlantic
no,Female,25-44,Undergraduate,White,Middle class,Pennsylvania,Mid-Atlantic
no,Female,61-70,Highschool,Hispanic,Lower middle class/poor,California,Pacific
yes,Female,45-60,Masters,Hispanic,Upper middle class,Alaska,Pacific
yes,Female,25-44,Graduate,Black,Lower middle class/poor,New York,Mid-Atlantic
yes,Female,45-60,Graduate,White,Middle class,Tennessee,East South Central
yes,Female,45-60,Undergraduate,White,Middle class,Texas,West South Central
yes,Female,45-60,Highschool,Black,Middle class,Texas,West South Central
yes,Female,25-44,Masters,White,Upper middle class,California,Pacific
yes,Female,45-60,Highschool,White,Middle class,Wisconsin,East North Central
no,Female,45-60,Highschool,Hispanic,Middle class,Oregon,Pacific
yes,Female,61-70,Highschool,White,Lower middle class/poor,Massachusetts,New England
yes,Female,25-44,Graduate,White,Middle class,Massachusetts,New England
yes,Female,45-60,Highschool,White,Upper middle class,Pennsylvania,Mid-Atlantic
no,Female,45-60,Highschool,White,Middle class,Tennessee,East South Central
yes,Female,25-44,Graduate,Hispanic,Middle class,Texas,West South Central
yes,Female,25-44,Graduate,White,Upper middle class,Tennessee,East South Central
yes,Female,45-60,Highschool,White,Lower middle class/poor,Utah,Mountain
yes,Female,>70,Graduate,White,Middle class,Ohio,East North Central
yes,Female,45-60,Highschool,Hispanic,Lower middle class/poor,Ohio,East North Central
yes,Female,25-44,Highschool,Hispanic,Upper middle class,Illinois,East North Central
yes,Male,45-60,Highschool,White,Middle class,Ohio,East North Central
yes,Female,25-44,Graduate,White,Middle class,Massachusetts,New England
yes,Female,25-44,Undergraduate,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Graduate,White,Middle class,Tennessee,East South Central
yes,Female,>70,Middle school or less,White,Upper middle class,North Carolina,South Atlantic
no,Female,25-44,Undergraduate,White,Lower middle class/poor,North Carolina,South Atlantic
yes,Female,25-44,Graduate,White,Upper middle class,Oregon,Pacific
yes,Female,45-60,Middle school or less,White,Upper middle class,Florida,South Atlantic
yes,Female,45-60,Graduate,White,Upper middle class,North Carolina,South Atlantic
yes,Female,25-44,Highschool,Hispanic,Middle class,New Jersey,Mid-Atlantic
yes,Female,25-44,Masters,White,Upper middle class,Arizona,Mountain
no,Female,45-60,Highschool,Hispanic,Lower middle class/poor,Florida,South Atlantic
yes,Female,25-44,Middle school or less,White,Lower middle class/poor,Ohio,East North Central
yes,Female,45-60,Middle school or less,Black,Lower middle class/poor,Georgia,South Atlantic
yes,Female,>70,Graduate,White,Middle class,North Carolina,South Atlantic
yes,Female,>70,Graduate,White,Middle class,Tennessee,East South Central
yes,Female,18-24,Highschool,Asian,Middle class,Ohio,East North Central
yes,Female,61-70,Highschool,White,Middle class,Pennsylvania,Mid-Atlantic
no,Female,18-24,Undergraduate,White,Middle class,Michigan,East North Central
no,Female,25-44,Highschool,Hispanic,Lower middle class/poor,Pennsylvania,Mid-Atlantic
