,healthcare_worker,family_member_covid,family_member_covid_test,fam_mem_covid_dx,fm_mem_covid_hospitalized,covid_follow,covid_information_source___1,covid_information_source___2,covid_information_source___3,covid_information_source___4,covid_information_source___5,covid_information_source___6,covid_information_source___7,covid_information_source___8,covid_information_source___9,covid_information_source___10,confine,job,infection,food,death,hospital_access,covid_state,sd,ld,hw,fm,er,reopening,second_wave,number,state,belief,age,child,smoke,dm,immune,pregnant,hosp_rate,death_rate,incubation,corona,animal,screening,hand_wash,climate,sunlight,nasal_spray,hot_beverages,hand_sanitize,baby_wipes,covid_symptoms___1,covid_symptoms___2,covid_symptoms___3,covid_symptoms___4,covid_symptoms___5,vaccine_pcv_flu,mask_gloves___1,mask_gloves___2,social_distance_feet,isolation,corona_live,spread___1,spread___2,spread___3,spread___4,chloroquin,drug_trial,vaccine_trial,hospital,vent,administration,new_vaccine,new_medication,covid_vaccine,covid_vaccine_cause___1,covid_vaccine_cause___2,covid_vaccine_cause___3,covid_vaccine_cause___4,covid_vaccine_cause___5,flu_shot_y_n,Gender_string,your_age,your_education,your_race,financial_status,Census_region,Vaccine_Launch (PRE_POST)
705,1.0,1.0,1.0,1.0,0.0,1.0,0,0,1,1,0.0,0,1,1,0,0,1.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,0.0,1,1,1.0,1.0,0.0,0,1,1,1,0.0,3.0,5.0,4.0,2.0,4.0,3.0,4.0,0,,,,,,1.0,Female,2.0,1.0,White,2.0,East North Central,Yes
706,0.0,0.0,,,,6.0,0,0,1,1,1.0,0,1,1,0,0,3.0,1.0,5.0,2.0,4.0,1.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,0,1.0,1.0,1.0,0,1,1,1,1.0,2.0,1.0,5.0,4.0,5.0,2.0,4.0,1,,,,,,1.0,Female,4.0,5.0,White,3.0,Pacific,Yes
707,0.0,0.0,,,,6.0,1,1,1,1,1.0,1,1,1,1,1,5.0,1.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1.0,2.0,3.0,3.0,3.0,1.0,2.0,4.0,1,,,,,,1.0,Female,4.0,4.0,White,3.0,South Atlantic,Yes
708,0.0,0.0,,,,5.0,1,0,0,1,1.0,0,0,0,0,0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,5.0,2.0,5.0,1.0,4.0,1.0,4.0,5.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,0.0,1,1,1,1,0.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,1,,,,,,1.0,Male,4.0,2.0,White,2.0,East South Central,Yes
709,0.0,0.0,,,,2.0,1,1,0,0,1.0,0,1,1,1,0,3.0,2.0,5.0,1.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1.0,3.0,3.0,5.0,5.0,1.0,1.0,4.0,1,,,,,,1.0,Female,4.0,3.0,White,3.0,East North Central,Yes
710,0.0,0.0,,,,5.0,0,0,1,1,0.0,0,0,1,0,0,2.0,3.0,1.0,1.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,0.0,0,1,1,1,1.0,1.0,2.0,5.0,5.0,2.0,1.0,4.0,1,,,,,,1.0,Female,5.0,1.0,White,2.0,South Atlantic,Yes
711,0.0,0.0,,,,6.0,0,0,0,0,0.0,0,0,0,1,0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1,1,0.0,1,0,1.0,1.0,1.0,0,1,1,1,0.5,2.0,2.0,4.0,4.0,4.0,4.0,4.0,0,,,,,,1.0,Male,4.0,2.0,White,1.0,East South Central,Yes
712,0.0,0.0,,,,6.0,1,1,1,1,1.0,0,0,1,0,0,4.0,1.0,4.0,3.0,5.0,1.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,2.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,0,1,1.0,1.0,1.0,0,1,1,1,1.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,1,,,,,,1.0,Female,4.0,4.0,White,2.0,East North Central,Yes
713,0.0,0.0,,,,5.0,1,1,0,1,1.0,0,1,1,0,0,4.0,3.0,4.0,2.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,1,1,1,1,0.0,1,1,1.0,1.0,1.0,0,1,1,0,1.0,2.0,2.0,5.0,3.0,2.0,2.0,3.0,1,,,,,,1.0,Female,4.0,1.0,White,2.0,East North Central,Yes
714,0.0,1.0,1.0,1.0,0.0,2.0,0,0,0,0,0.0,0,1,0,0,0,5.0,3.0,4.0,1.0,5.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,1.0,1.0,5.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,1,1,0,0,1.0,2.0,2.0,4.0,1.0,2.0,3.0,3.0,1,,,,,,1.0,Male,2.0,4.0,Hispanic,2.0,East North Central,Yes
715,0.0,0.0,,,,,1,1,0,0,0.0,0,0,0,0,0,2.0,2.0,4.0,2.0,3.0,1.0,3.0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,1.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,1,1,1,1,0.0,1,0,1.0,1.0,1.0,1,1,0,0,0.0,3.0,3.0,5.0,4.0,3.0,2.0,3.0,1,,,,,,1.0,Female,3.0,3.0,Black,1.0,East North Central,Yes
716,0.0,1.0,1.0,0.0,,2.0,1,0,1,1,0.0,0,1,1,0,0,1.0,1.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,4.0,5.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,0,1.0,1.0,0.0,0,1,1,0,1.0,4.0,5.0,5.0,3.0,5.0,1.0,1.0,0,,,,,,1.0,Male,3.0,2.0,White,2.0,East North Central,Yes
717,0.0,0.0,,,,2.0,1,0,1,1,0.0,0,1,1,0,0,3.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1.0,1.0,1.0,5.0,2.0,5.0,1.0,4.0,1,,,,,,1.0,Female,4.0,2.0,White,1.0,Mid-Atlantic,Yes
718,0.0,0.0,,,,4.0,1,1,0,1,0.0,0,0,0,0,1,2.0,2.0,3.0,1.0,3.0,1.0,2.0,5.0,4.0,5.0,5.0,2.0,4.0,1.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,1,1,1,0,1.0,4.0,4.0,3.0,3.0,1.0,2.0,4.0,1,,,,,,1.0,Female,5.0,4.0,White,4.0,Pacific,Yes
719,0.0,0.0,,,,5.0,1,1,0,1,0.0,0,1,0,0,0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,5.0,4.0,5.0,5.0,2.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,0.0,0,1,1,1,1.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,1,,,,,,1.0,Female,5.0,5.0,White,3.0,Pacific,Yes
722,0.0,0.0,,,,2.0,1,1,1,1,1.0,0,1,0,0,0,4.0,2.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,0,1,1,0,1.0,4.0,4.0,5.0,3.0,1.0,2.0,4.0,1,,,,,,1.0,Female,4.0,2.0,White,2.0,Mountain,Yes
723,0.0,1.0,1.0,0.0,,3.0,1,1,0,1,1.0,1,1,1,0,1,4.0,2.0,4.0,2.0,3.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,0,1.0,1,1,1.0,1.0,1.0,0,1,1,0,0.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,1,,,,,,1.0,Female,2.0,4.0,Asian,3.0,Mid-Atlantic,Yes
724,0.0,0.0,,,,6.0,1,0,0,1,1.0,0,1,1,0,0,3.0,1.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,0.0,1,1,1.0,1.0,0.0,0,1,1,1,1.0,4.0,4.0,3.0,3.0,1.0,2.0,4.0,1,,,,,,1.0,Female,4.0,3.0,White,2.0,Mountain,Yes
725,0.0,0.0,,,,3.0,1,0,0,0,0.0,0,0,0,0,0,3.0,3.0,5.0,3.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,2.0,4.0,1.0,1.0,5.0,5.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,1,1,1.0,1,0,1.0,1.0,1.0,0,1,1,1,1.0,5.0,5.0,4.0,4.0,5.0,1.0,3.0,1,,,,,,1.0,Female,4.0,3.0,White,2.0,East North Central,Yes
726,1.0,0.0,,,,6.0,1,1,0,1,0.0,0,1,0,0,0,2.0,1.0,4.0,1.0,3.0,1.0,3.0,5.0,4.0,5.0,5.0,2.0,3.0,3.0,2.0,5.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,0,1,1,1,1.0,2.0,2.0,5.0,5.0,1.0,1.0,3.0,1,,,,,,1.0,Female,4.0,5.0,White,2.0,West South Central,Yes
727,0.0,1.0,1.0,1.0,0.0,2.0,0,0,0,0,0.0,0,0,1,0,0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,3.0,5.0,5.0,5.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1.0,1.0,1.0,5.0,4.0,4.0,1.0,4.0,1,,,,,,1.0,Male,5.0,4.0,White,4.0,West South Central,Yes
728,0.0,0.0,,,,3.0,0,0,0,1,0.0,0,1,1,1,0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,2.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,0,1.0,1,1,1.0,1.0,1.0,0,1,1,0,0.0,3.0,4.0,4.0,3.0,1.0,3.0,4.0,0,,,,,,1.0,Female,5.0,2.0,White,2.0,Pacific,Yes
729,0.0,0.0,,,,6.0,1,0,0,0,0.0,0,1,0,0,0,4.0,5.0,5.0,3.0,3.0,2.0,2.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1.0,1.0,1.0,5.0,4.0,4.0,2.0,3.0,1,,,,,,1.0,Female,3.0,4.0,Black,2.0,South Atlantic,Yes
731,0.0,0.0,,,,4.0,1,1,0,0,0.0,0,1,1,0,0,3.0,1.0,5.0,1.0,5.0,2.0,4.0,5.0,4.0,5.0,5.0,2.0,4.0,1.0,1.0,5.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,0.0,1,1,1,0,1.0,2.0,3.0,4.0,4.0,5.0,2.0,4.0,1,,,,,,1.0,Female,4.0,5.0,White,3.0,Pacific,Yes
732,0.0,0.0,,,,6.0,1,0,0,0,0.0,0,1,1,0,0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,1.0,2.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,0.0,0,1,1,1,1.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0,1,,,,,,1.0,Female,5.0,3.0,White,3.0,Pacific,Yes
733,0.0,0.0,,,,7.0,1,0,0,0,0.0,0,0,0,0,0,2.0,3.0,3.0,2.0,1.0,1.0,4.0,5.0,4.0,3.0,4.0,1.0,3.0,2.0,3.0,4.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,1,1,1,1,0.0,1,1,1.0,1.0,0.0,0,1,1,0,0.5,3.0,3.0,4.0,4.0,3.0,3.0,4.0,0,,,,,,0.0,Female,5.0,3.0,Hispanic,1.0,West South Central,Yes
734,0.0,0.0,,,,2.0,1,0,0,1,0.0,0,1,1,0,0,3.0,3.0,4.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,0,,,,,,1.0,Female,4.0,4.0,White,2.0,South Atlantic,Yes
735,0.0,0.0,,,,4.0,1,0,0,0,0.0,0,1,0,1,1,2.0,2.0,1.0,2.0,2.0,1.0,3.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1.0,3.0,1.0,5.0,3.0,4.0,3.0,4.0,1,,,,,,1.0,Male,5.0,1.0,White,2.0,Pacific,Yes
736,0.0,0.0,,,,2.0,1,0,0,0,0.0,0,1,0,1,0,5.0,4.0,4.0,3.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,1.0,2.0,5.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,0.0,1,1,1.0,1.0,1.0,1,1,1,1,,1.0,1.0,5.0,3.0,3.0,3.0,4.0,1,,,,,,1.0,Female,4.0,1.0,White,2.0,South Atlantic,Yes
737,0.0,0.0,,,,2.0,1,1,1,1,0.0,0,1,0,0,0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,0,1.0,1,1,1.0,1.0,0.0,0,1,1,1,1.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,1,,,,,,1.0,Female,5.0,1.0,White,2.0,East North Central,Yes
738,0.0,0.0,,,,4.0,1,1,0,0,0.0,0,1,0,0,0,2.0,1.0,4.0,1.0,3.0,1.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,0,1.0,1.0,1.0,1,1,1,1,1.0,3.0,2.0,5.0,3.0,4.0,3.0,4.0,1,,,,,,1.0,Male,5.0,5.0,White,3.0,Pacific,Yes
739,0.0,1.0,1.0,0.0,,5.0,1,1,0,1,1.0,0,1,0,0,0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,5.0,1.0,2.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,0,1,1,1,1.0,5.0,5.0,4.0,2.0,1.0,3.0,4.0,0,,,,,,1.0,Female,2.0,2.0,Hispanic,1.0,West South Central,Yes
740,0.0,0.0,,,,6.0,1,0,0,0,0.0,0,1,1,0,0,5.0,,5.0,3.0,,4.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,1.0,2.0,4.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,0,1,1,1,1.0,1.0,1.0,5.0,5.0,5.0,1.0,4.0,1,,,,,,1.0,Male,4.0,4.0,White,2.0,Mid-Atlantic,Yes
741,1.0,0.0,,,,4.0,0,0,1,1,0.0,0,0,1,1,0,3.0,5.0,5.0,2.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,0,1,1,1,1.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,1,,,,,,1.0,Female,2.0,4.0,White,2.0,East North Central,Yes
742,0.0,0.0,,,,6.0,1,1,0,1,0.0,0,1,0,1,0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,0,1.0,0.0,0.0,1,1,1,0,0.5,3.0,3.0,5.0,5.0,5.0,1.0,1.0,1,,,,,,0.0,Female,2.0,2.0,Black,2.0,East South Central,Yes
743,0.0,1.0,1.0,0.0,,4.0,1,0,1,1,0.0,0,1,1,0,0,4.0,1.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,2.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,0.0,1,1,1,1,1.0,3.0,3.0,1.0,1.0,5.0,1.0,4.0,0,,,,,,1.0,Female,4.0,2.0,White,3.0,East North Central,Yes
744,0.0,1.0,1.0,1.0,0.0,1.0,1,1,1,1,0.0,0,1,1,1,1,3.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1,1,1,0.0,1,1,1.0,1.0,0.0,1,1,1,0,0.5,1.0,1.0,4.0,2.0,4.0,2.0,4.0,1,,,,,,1.0,Female,2.0,2.0,Other,1.0,Pacific,Yes
746,0.0,1.0,1.0,0.0,,4.0,1,0,0,1,1.0,0,1,1,1,1,3.0,4.0,4.0,2.0,5.0,2.0,3.0,5.0,5.0,3.0,5.0,3.0,2.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,1,1,1,0,1.0,1.0,1.0,4.0,4.0,5.0,2.0,4.0,1,,,,,,1.0,Male,1.0,1.0,White,1.0,Mid-Atlantic,Yes
747,0.0,1.0,1.0,1.0,0.0,3.0,1,0,0,0,1.0,0,1,0,0,0,3.0,1.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,0.0,0,1,1,1,0.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,1,,,,,,1.0,Female,4.0,4.0,White,2.0,East North Central,Yes
748,0.0,0.0,,,,5.0,1,0,0,0,0.0,0,1,0,0,0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,1.0,4.0,1.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,0,1,1,1,1.0,3.0,3.0,5.0,5.0,4.0,2.0,4.0,0,,,,,,1.0,Female,4.0,4.0,Hispanic,3.0,Pacific,Yes
749,0.0,0.0,,,,6.0,0,1,1,1,0.0,0,1,0,0,0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,1,1,1,0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1,,,,,,1.0,Female,5.0,4.0,White,1.0,East North Central,Yes
750,0.0,0.0,,,,2.0,1,0,0,1,0.0,0,0,0,0,0,4.0,5.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1,1,0,0,0.0,1,1,1.0,1.0,0.0,1,1,1,0,0.0,1.0,1.0,4.0,3.0,5.0,2.0,3.0,1,,,,,,0.0,Male,3.0,1.0,White,2.0,East South Central,Yes
751,0.0,1.0,1.0,0.0,,2.0,1,1,0,1,1.0,0,1,1,1,0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,1,1,1,1,0.5,2.0,3.0,5.0,5.0,5.0,3.0,4.0,0,,,,,,1.0,Female,3.0,2.0,White,1.0,East North Central,Yes
752,0.0,1.0,1.0,,,7.0,0,0,1,1,1.0,0,1,0,0,0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,1.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,0,1.0,1.0,1.0,1,1,1,1,0.5,2.0,1.0,3.0,3.0,4.0,3.0,4.0,1,,,,,,1.0,Male,2.0,2.0,Other,1.0,Pacific,Yes
753,0.0,0.0,,,,6.0,1,0,1,1,0.0,0,1,0,0,0,1.0,3.0,5.0,4.0,5.0,1.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,2.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,0,1,1,1,1.0,3.0,3.0,5.0,3.0,5.0,2.0,3.0,1,,,,,,0.0,Female,3.0,1.0,White,2.0,Mid-Atlantic,Yes
